Replicas,Baseline,RPS,RPS-7,RFS,RPS+,RPS-7+,RFS+
1 Replica,0.04658074381,0.04165969536,0.05772193295,0.07361217929,0.02422635689,0.03191592101,0.06410396611
2 Replicas,0.02205616466,0.01979567609,0.03153600329,0.01387966025,0.03697069298,0.04156533271,0.02194683433
4 Replicas,0.00541515606,0.0232161249,0.02587277953,0.01942746609,0.01584952036,0.02518789024,0.01812166279
8 Replica,0.01136646816,0.01448269389,0.009281085643,0.01126512937,0.01477490483,0.01285472044,0.02209235366
16 Replicas,0.01450606526,0.01669447481,0.01031317043,0.0135941455,0.01897043667,0.02294091902,0.01410742027
